 /for-sale/featherbrooke-estate/krugersdorp/gauteng/1013/104603859,"33 L'aquila, Featherbrooke Estate, Featherbrooke Estate",2650000.0000,
 /for-sale/featherbrooke-estate/krugersdorp/gauteng/1013/104588277,"89 Cuckoo's Nest Street, Featherbrooke Estate",3300000.0000,
 /for-sale/rant-en-dal/krugersdorp/gauteng/969/104626022,"28 Sparrow Street, Rant En Dal",1650000.0000,
 /for-sale/homes-haven/krugersdorp/gauteng/12196/104549764,"382 Falls Road, Homes Haven",2995000.0000,
 /for-sale/rangeview-ext-4/krugersdorp/gauteng/968/104619783,NULL,2365000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104600734,"16 Libertas Street, Noordheuwel",1565000.0000,
 /for-sale/silverfields/krugersdorp/gauteng/980/104578758,"38 Diamant, Silverfields",1450000.0000,
 /for-sale/kagiso/krugersdorp/gauteng/1031/104613209,NULL,720000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104568911,"4 Rico Crescent, Noordheuwel",1595000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104613872,NULL,1595000.0000,
 /for-sale/rangeview/krugersdorp/gauteng/963/104587838,"65 Kanniedood Street, Rangeview",5100000.0000,
 /for-sale/kenmare/krugersdorp/gauteng/903/104575952,"10 Murphy Street, Kenmare",995000.0000,
 /for-sale/krugersdorp-north/krugersdorp/gauteng/913/104637001,NULL,1090000.0000,
 /for-sale/homes-haven/krugersdorp/gauteng/12196/104562312,"Falls Rd, Homes Haven",3300000.0000,
 /for-sale/noordheuwel-and-ext/krugersdorp/gauteng/941/104575217,"11 Swartberg Street, Noordheuwel & Ext",1650000.0000,
 /for-sale/monument/krugersdorp/gauteng/934/104568537,"Zealandia Court, 241 Voortrekker Road, Monument",695000.0000,
 /for-sale/krugersdorp-north/krugersdorp/gauteng/913/104624946,"52 Kingdon Street, Krugersdorp North",860000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104604360,"181 Bell Drive, Noordheuwel",1741000.0000,
 /for-sale/quellerie-park-ext-1/krugersdorp/gauteng/959/104586206,"Tasca Hill, 89 Otto Street, Quellerie Park Ext 1",550000.0000,
 /for-sale/azaadville/krugersdorp/gauteng/1023/104556564,"29 Muzaffar Crescent, Azaadville",1700000.0000,
 /for-sale/featherbrooke-estate/krugersdorp/gauteng/1013/104561971,"314 Featherbrooke Estate, Houtkapper, Featherbrooke Estate",4395000.0000,
 /for-sale/krugersdorp-north/krugersdorp/gauteng/913/104630733,NULL,1150000.0000,
 /for-sale/kenmare/krugersdorp/gauteng/903/104541791,"154 Dublin Street, Kenmare",1250000.0000,
 /for-sale/mindalore/krugersdorp/gauteng/928/101757848,"34 Haynes Street, Mindalore",1350000.0000,
 /for-sale/chancliff-a-h/krugersdorp/gauteng/888/104619057,NULL,1899000.0000,
 /for-sale/kagiso/krugersdorp/gauteng/1031/104607935,"6070 Moorosi Street, Kagiso",720000.0000,
 /for-sale/noordheuwel-and-ext/krugersdorp/gauteng/941/104570790,"20 Blouberg Street, Noordheuwel & Ext",2175000.0000,
 /for-sale/mindalore/krugersdorp/gauteng/928/104634852,"19 Da Valley, Richardson Avenue, Mindalore",599000.0000,
 /for-sale/mindalore/krugersdorp/gauteng/928/104567452,"34 Haynes Street, Mindalore",1350000.0000,
 /for-sale/chancliff-a-h/krugersdorp/gauteng/888/104587977,"35 Clifford, Chancliff A H",1195000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104601591,"100 Lud Hersch, Noordheuwel",1299000.0000,
 /for-sale/featherbrooke-estate/krugersdorp/gauteng/1013/104585019,"89 Featherbrooke Estate, Cuckoo's Nest, Featherbrooke Estate",3300000.0000,
 /for-sale/homes-haven/krugersdorp/gauteng/12196/104631548,NULL,3200000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104603682,"4 Kat Berg, Noordheuwel",1580000.0000,
 /for-sale/pinehaven/krugersdorp/gauteng/1012/104538749,"35 Vergelegen, Pinehaven Country Estate, Pinehaven",1450000.0000,
 /for-sale/homes-haven/krugersdorp/gauteng/12196/104551420,"Furrow Rd, Homes Haven",4495000.0000,
 /for-sale/homes-haven/krugersdorp/gauteng/12196/104623705,NULL,1299000.0000,
 /for-sale/pinehaven/krugersdorp/gauteng/1012/104591083,"38 Hereford Village, Pinehaven",1550000.0000,
 /for-sale/rangeview-ext-4/krugersdorp/gauteng/968/104551451,"22 Appelblaar Rangeview, Rangeview Ext 4",1995000.0000,
 /for-sale/mindalore/krugersdorp/gauteng/928/104591354,"34 Haynes Street, Mindalore",1350000.0000,
 /for-sale/rant-en-dal-and-ext/krugersdorp/gauteng/970/104617642,NULL,1550000.0000,
 /for-sale/homes-haven/krugersdorp/gauteng/12196/104623580,NULL,1950000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104613771,"19 Ysterberg Street, Noordheuwel",1150000.0000,
 /for-sale/featherbrooke-estate/krugersdorp/gauteng/1013/104534424,"223 Ducks Nest, Featherbrooke Estate",4600000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104609417,NULL,1150000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104557590,"Roggeveld, Noordheuwel",1750000.0000,
 /for-sale/krugersdorp-north/krugersdorp/gauteng/913/104560574,"10 Highway Villas, Krugersdorp North",860000.0000,
 /for-sale/featherbrooke-estate/krugersdorp/gauteng/1013/104540225,"26 Featherbrooke Estate, La Maison, Featherbrooke Estate",3680000.0000,
 /for-sale/wentworth-park/krugersdorp/gauteng/996/101732787,"48 Reserve Street, Wentworth Park",895000.0000,
 /for-sale/krugersdorp-west/krugersdorp/gauteng/914/104631356,"74 Tanner Street, Krugersdorp West",699000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104517373,"Kormalyn Road, Noordheuwel",5700000.0000,
 /for-sale/wentworth-park/krugersdorp/gauteng/996/104569033,"48 Reserve Street, Wentworth Park",895000.0000,
 /for-sale/homes-haven/krugersdorp/gauteng/12196/104454627,"47 Heritage Heights, Homes Haven",2350000.0000,
 /for-sale/krugersdorp-north/krugersdorp/gauteng/913/104596030,NULL,1490000.0000,
 /for-sale/rangeview/krugersdorp/gauteng/963/104587253,"19 Donegal Road, Rangeview, Krugersdorp, Rangeview",790000.0000,
 /for-sale/chancliff-a-h/krugersdorp/gauteng/888/104580372,NULL,3500000.0000,
 /for-sale/silverfields/krugersdorp/gauteng/980/104608151,"Carol Road, Silverfields",1000000.0000,
 /for-sale/noordheuwel-ext-4/krugersdorp/gauteng/945/104613191,"2 Fisk Street (c/o Rudd & Fisk, Entrance in Rudd Street), Noordheuwel Ext 4",2246000.0000,
 /for-sale/noordkruin/krugersdorp/gauteng/949/104511800,"11 Forsyth Road, Noordkruin",2500000.0000,
 /for-sale/krugersdorp-west/krugersdorp/gauteng/914/104618760,NULL,756000.0000,
 /for-sale/chancliff-a-h/krugersdorp/gauteng/888/104569143,"Wilgersig, Edward Road, Chancliff A H",1899000.0000,
 /for-sale/wildtuinpark/krugersdorp/gauteng/15641/104608217,NULL,795000.0000,
 /for-sale/chancliff-ridge/krugersdorp/gauteng/15188/104575560,"Clifford, Chancliff Ridge",1350000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104521959,"Matroosberg Street, Noordheuwel",1597000.0000,
 /for-sale/silverfields/krugersdorp/gauteng/980/104630696,NULL,1375000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104515910,"22 Kransberg Avenue, Noordheuwel",1485000.0000,
 /for-sale/kenmare-ext-4/krugersdorp/gauteng/908/104613442,NULL,1580000.0000,
 /for-sale/krugersdorp-north/krugersdorp/gauteng/913/104622146,"No 6 6th Street, Krugersdorp North",1150000.0000,
 /for-sale/muldersdrift/krugersdorp/gauteng/1017/104604392,"233 Bartlet, Muldersdrift",5349000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104612239,NULL,1150000.0000,
 /for-sale/krugersdorp-and-ext/krugersdorp/gauteng/910/104597136,"11 Wren , Krugersdorp & Ext",2999000.0000,
 /for-sale/kenmare/krugersdorp/gauteng/903/104541548,"21 Derry Road, Kenmare",1450000.0000,
 /for-sale/homes-haven/krugersdorp/gauteng/12196/104562311,"Falls Rd, Homes Haven",3100000.0000,
 /for-sale/breaunanda-ext-3/krugersdorp/gauteng/882/104631795,NULL,1690000.0000,
 /for-sale/featherbrooke-estate/krugersdorp/gauteng/1013/104499418,"159 Featherbrooke Estate, Lyster Avenue, Featherbrooke Estate",8500000.0000,
 /for-sale/chancliff-a-h/krugersdorp/gauteng/888/104601236,"28 Robin Road, Chancliff A H",1595000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/101732735,NULL,1150000.0000,
 /for-sale/krugersdorp-west/krugersdorp/gauteng/914/104605918,NULL,600000.0000,
 /for-sale/krugersdorp-west-and-ext/krugersdorp/gauteng/860/104609472,NULL,1400000.0000,
 /for-sale/rangeview/krugersdorp/gauteng/963/104557591,"Firebush 19, Rangeview",1547000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104566033,"87 Olivier Street, Noordheuwel",2795000.0000,
 /for-sale/rangeview/krugersdorp/gauteng/963/104591378,"Speranza, 10 Milkwood Street, Rangeview",1390000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104533400,"24 Vegkop Street, Noordheuwel",2950000.0000,
 /for-sale/noordheuwel-and-ext/krugersdorp/gauteng/941/104541816,"144 Libertas Street, Noordheuwel & Ext",1650000.0000,
 /for-sale/krugersdorp-west/krugersdorp/gauteng/914/104533988,"17 Dekker Street, Krugersdorp West",700000.0000,
 /for-sale/chancliff-a-h/krugersdorp/gauteng/888/104585502,NULL,3500000.0000,
 /for-sale/kenmare-ext-4/krugersdorp/gauteng/908/104582545,"14 Longford Street, Kenmare Ext 4",1721000.0000,
 /for-sale/dan-pienaarville/krugersdorp/gauteng/889/104606446,NULL,995000.0000,
 /for-sale/mindalore/krugersdorp/gauteng/928/104567877,"117 Impala Road, Mindalore",780000.0000,
 /for-sale/monument/krugersdorp/gauteng/934/104590611,NULL,1370000.0000,
 /for-sale/rant-en-dal/krugersdorp/gauteng/969/104497983,"10 Eekhoring Street, Rant En Dal",1350000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/101747004,"24 Vegkop Street, Noordheuwel",2950000.0000,
 /for-sale/kenmare/krugersdorp/gauteng/903/104547509,"Limerick Street 39, Kenmare, Kenmare",1299000.0000,
 /for-sale/homes-haven/krugersdorp/gauteng/12196/104501066,"14 Viljoen St, Homes Haven",2775000.0000,
 /for-sale/homes-haven/krugersdorp/gauteng/12196/104632394,NULL,3200000.0000,
 /for-sale/kenmare-ext-4/krugersdorp/gauteng/908/104624406,"Yosemite, 30 Longford Street, Kenmare Ext 4",900000.0000,
 /for-sale/homes-haven/krugersdorp/gauteng/12196/104540871,"Furrow Rd, Homes Haven",3495000.0000,
 /for-sale/chancliff-ridge/krugersdorp/gauteng/15188/104497924,"Edward Street, Chancliff Ridge",1295000.0000,
 /for-sale/kenmare-ext-4/krugersdorp/gauteng/908/104566410,"14 Longford Street, Kenmare Ext 4",1721000.0000,
 /for-sale/krugersdorp-west-and-ext/krugersdorp/gauteng/860/104609287,NULL,1320000.0000,
 /for-sale/rant-en-dal/krugersdorp/gauteng/969/104580342,NULL,1030000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104528797,"16 Libertas Street, Noordheuwel",1565000.0000,
 /for-sale/featherbrooke-estate/krugersdorp/gauteng/1013/104516443,"48/1177 Featherbrooke Estate, La Maison, Featherbrooke Estate",2880000.0000,
 /for-sale/chancliff-a-h/krugersdorp/gauteng/888/104467602,"Emoyeni, Robin Road, Chancliff A H",1450000.0000,
 /for-sale/rangeview-ext-4/krugersdorp/gauteng/968/104589076,NULL,2365000.0000,
 /for-sale/krugersdorp-north/krugersdorp/gauteng/913/104543677,"Bodenstein Villas, 155 Bodenstein Street, Krugersdorp North",920000.0000,
 /for-sale/krugersdorp-west-and-ext/krugersdorp/gauteng/860/104590292,NULL,2365000.0000,
 /for-sale/rant-en-dal/krugersdorp/gauteng/969/104510858,"16 Rietbok Street, Rant En Dal",530000.0000,
 /for-sale/monument/krugersdorp/gauteng/934/104562374,NULL,1300000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104566602,"16 Libertas, Noordheuwel",1565000.0000,
 /for-sale/rangeview-and-ext/krugersdorp/gauteng/964/104610600,"10 Milkwood, Rangeview & Ext",1090000.0000,
 /for-sale/featherbrooke-estate/krugersdorp/gauteng/1013/104488905,"223 Featherbrooke Estate, Duck's Nest, Featherbrooke Estate",4600000.0000,
 /for-sale/kenmare/krugersdorp/gauteng/903/104628616,NULL,1600000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104596511,NULL,2950000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104568092,"16 Libertas Street, Noordheuwel",1565000.0000,
 /for-sale/rangeview/krugersdorp/gauteng/963/104601058,NULL,1390000.0000,
 /for-sale/noordheuwel-and-ext/krugersdorp/gauteng/941/104478120,"144 Libertas Street, Noordheuwel & Ext",1650000.0000,
 /for-sale/noordkruin/krugersdorp/gauteng/949/104516790,"11 Forsyth Road, Noordkruin",2500000.0000,
 /for-sale/krugersdorp-west/krugersdorp/gauteng/914/104569238,"18 Karl Street, Krugersdorp West",699000.0000,
 /for-sale/krugersdorp-west/krugersdorp/gauteng/914/104560128,"54 Holz Street, Krugersdorp West",756000.0000,
 /for-sale/oatlands/krugersdorp/gauteng/953/104587774,"346 Wildtuin Park , Robert Broom Road, Oatlands",1350000.0000,
 /for-sale/rant-en-dal/krugersdorp/gauteng/969/101757616,"3 Rietbok Street, Rant En Dal",1399000.0000,
 /for-sale/rant-en-dal/krugersdorp/gauteng/969/104461009,"3 Rietbok Street, Rant En Dal",1399000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104633332,NULL,899000.0000,
 /for-sale/featherbrooke-estate/krugersdorp/gauteng/1013/104485350,"760 Featherbrooke Estate, Francolin Link, Featherbrooke Estate",3850000.0000,
 /for-sale/ruimsig-country-estate/krugersdorp/gauteng/12577/104533741,NULL,2895000.0000,
 /for-sale/noordheuwel-and-ext/krugersdorp/gauteng/941/104564837,NULL,1650000.0000,
 /for-sale/rangeview/krugersdorp/gauteng/963/104475597,"19 Firebush Street, Rangeview",1545000.0000,
 /for-sale/rangeview-ext-4/krugersdorp/gauteng/968/104591771,NULL,1390000.0000,
 /for-sale/rangeview/krugersdorp/gauteng/963/104528913,"Cussonia Gardens, Simon Bekker Avenue, Rangeview",850000.0000,
 /for-sale/kenmare/krugersdorp/gauteng/903/104600658,NULL,1450000.0000,
 /for-sale/featherbrooke-estate/krugersdorp/gauteng/1013/104560372,"44 Featherbrooke Estate, Cuckoo's Nest, Featherbrooke Estate",4990000.0000,
 /for-sale/featherbrooke-estate/krugersdorp/gauteng/1013/104510859,"187 Featherbrooke Estate, Vink Se Nes, Featherbrooke Estate",4500000.0000,
 /for-sale/featherbrooke/krugersdorp/gauteng/12175/104415486,"Stonechat Street, Featherbrooke Estate, Featherbrooke",4756000.0000,
 /for-sale/kagiso/krugersdorp/gauteng/1031/104529969,"10670 Nile Street, Kagiso",549000.0000,
 /for-sale/ruimsig-country-estate/krugersdorp/gauteng/12577/104418817,"350 Ruimsig Country Estate, Valhalla Street, Ruimsig Country Estate",4495000.0000,
 /for-sale/rangeview-ext-4/krugersdorp/gauteng/968/104588378,NULL,2365000.0000,
 /for-sale/kenmare/krugersdorp/gauteng/903/104451942,"Cork Street, Kenmare",3000000.0000,
 /for-sale/dan-pienaarville/krugersdorp/gauteng/889/101735932,NULL,950000.0000,
 /for-sale/dan-pienaarville/krugersdorp/gauteng/889/104597920,NULL,950000.0000,
 /for-sale/kenmare/krugersdorp/gauteng/903/104605254,NULL,1050000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104631119,NULL,1450000.0000,
 /for-sale/rant-en-dal/krugersdorp/gauteng/969/104568625,"Volstruis Street, Rant En Dal",1195000.0000,
 /for-sale/featherbrooke/krugersdorp/gauteng/12175/104459268,"241 Hoopoe's Place, Featherbrooke",5250000.0000,
 /for-sale/chancliff-ridge/krugersdorp/gauteng/15188/104493682,"25 Shebarim Hope, Edward Road, Chancliff Ridge",1695000.0000,
 /for-sale/monument/krugersdorp/gauteng/934/104589070,NULL,890000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104442306,"Katberg Street, Noordheuwel",1575000.0000,
 /for-sale/krugersdorp/krugersdorp/gauteng/909/104601646,NULL,795000.0000,
 /for-sale/rangeview-and-ext/krugersdorp/gauteng/964/104578757,NULL,795000.0000,
 /for-sale/rant-en-dal/krugersdorp/gauteng/969/104522666,"16 Rietbok Street, Rant En Dal",660000.0000,
 /for-sale/noordkruin/krugersdorp/gauteng/949/104499682,"Forsyth 22, Noordkruin",2650000.0000,
 /for-sale/rangeview-ext-4/krugersdorp/gauteng/968/104590251,NULL,1545000.0000,
 /for-sale/featherbrooke-estate/krugersdorp/gauteng/1013/104585429,"419 Featherbrooke Estate, Coucal's Nest, Featherbrooke Estate",4295000.0000,
 /for-sale/oatlands/krugersdorp/gauteng/953/104620248,NULL,1350000.0000,
 /for-sale/breaunanda/krugersdorp/gauteng/1000/104443571,"2 Achilles Drive, Breaunanda",1499000.0000,
 /for-sale/monument/krugersdorp/gauteng/934/101758777,NULL,898000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104566577,NULL,1595000.0000,
 /for-sale/rant-en-dal/krugersdorp/gauteng/969/104619544,NULL,2950000.0000,
 /for-sale/kagiso/krugersdorp/gauteng/1031/104448893,"15614 Thaba Putsoa Street, Kagiso",320000.0000,
 /for-sale/chancliff-a-h/krugersdorp/gauteng/888/104580350,NULL,1899000.0000,
 /for-sale/chancliff-a-h/krugersdorp/gauteng/888/104499546,"31 Akkersig, Chancliff A H",1495000.0000,
 /for-sale/kenmare/krugersdorp/gauteng/903/104555261,NULL,1250000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104455402,"33 Kathleen Street, Noordheuwel",4495000.0000,
 /for-sale/monument/krugersdorp/gauteng/934/104575589,NULL,898000.0000,
 /for-sale/homes-haven/krugersdorp/gauteng/12196/104507353,NULL,2350000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104533598,"7 Kathleen Street, Noordheuwel",3395000.0000,
 /for-sale/noordkruin/krugersdorp/gauteng/949/104512609,"11 Forsyth Road, Noordkruin",2600000.0000,
 /for-sale/krugersdorp-west/krugersdorp/gauteng/914/104580226,NULL,699000.0000,
 /for-sale/rant-en-dal/krugersdorp/gauteng/969/104619936,NULL,1030000.0000,
 /for-sale/munsieville/krugersdorp/gauteng/939/104597566,NULL,750000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104598457,NULL,2680000.0000,
 /for-sale/monument/krugersdorp/gauteng/934/104585905,NULL,1370000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104436661,"5 Stormberg Street, Noordheuwel",1600000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/101753489,NULL,2680000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104610493,NULL,1150000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104570745,NULL,1565000.0000,
 /for-sale/krugersdorp-north/krugersdorp/gauteng/913/104478879,"5 Herbert Dent Street, Krugersdorp North",930000.0000,
 /for-sale/munsieville/krugersdorp/gauteng/939/104597738,NULL,720000.0000,
 /for-sale/homes-haven/krugersdorp/gauteng/12196/104462372,"Falls , Homes Haven",3070000.0000,
 /for-sale/noordkruin/krugersdorp/gauteng/949/104564635,NULL,2500000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104500401,"47 Marne, Noordheuwel",1495000.0000,
 /for-sale/rangeview/krugersdorp/gauteng/963/104534732,"1 Robert Broom Dr, Rangeview",700000.0000,
 /for-sale/noordheuwel-ext-4/krugersdorp/gauteng/945/104545990,"Atlanta Gardens, 29 Hanekom Road, Noordheuwel Ext 4",1100000.0000,
 /for-sale/krugersdorp-north/krugersdorp/gauteng/913/104492863,"Lakeside Gardens, 21 De Wet Street, Krugersdorp North",652000.0000,
 /for-sale/homes-haven/krugersdorp/gauteng/12196/104565633,NULL,2500000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104512177,"Sarasota, Lud Hersch Street, Noordheuwel",1299000.0000,
 /for-sale/monument-ext-1/krugersdorp/gauteng/936/104562356,NULL,2000000.0000,
 /for-sale/greengate/krugersdorp/gauteng/15174/104469012,"1 Vally, Greengate",1295000.0000,
 /for-sale/dan-pienaarville/krugersdorp/gauteng/889/104529278,"1 Swales Street, Dan Pienaarville",985000.0000,
 /for-sale/noordheuwel-ext-4/krugersdorp/gauteng/945/104562160,NULL,2380000.0000,
 /for-sale/noordheuwel/krugersdorp/gauteng/940/104578250,NULL,1299000.0000,
 /for-sale/krugersdorp-west/krugersdorp/gauteng/914/104590532,NULL,699000.0000,
 /for-sale/krugersdorp-north/krugersdorp/gauteng/913/104563514,NULL,950000.0000,
 /for-sale/pinehaven/krugersdorp/gauteng/1012/104552625,NULL,1450000.0000,
 /for-sale/wentworth-park/krugersdorp/gauteng/996/104604958,NULL,795000.0000,
 /for-sale/kenmare-ext-4/krugersdorp/gauteng/908/104568833,"65 Athlone Road, Kenmare Ext 4",1800000.0000,
 /for-sale/homes-haven/krugersdorp/gauteng/12196/104352661,"00 Falls Road, Homes Haven",3440000.0000,
 /for-sale/noordheuwel-ext-9/krugersdorp/gauteng/948/104539192,NULL,850000.0000,
 /for-sale/krugersdorp-west/krugersdorp/gauteng/914/104586128,NULL,710000.0000,
 /for-sale/krugersdorp-west-and-ext/krugersdorp/gauteng/860/104582444,"Jerling's Place, 177 Bodenstein Street, Krugersdorp West & Ext",450000.0000,
 /for-sale/krugersdorp-north/krugersdorp/gauteng/913/104580873,NULL,980000.0000,
 /for-sale/kenmare-ext-4/krugersdorp/gauteng/908/101743867,"65 Athlone Road, Kenmare Ext 4",1800000.0000,
 /for-sale/noordheuwel-ext-4/krugersdorp/gauteng/945/104550831,NULL,2380000.0000,
